"SYMBOL","COMPANY NAME","SUBJECT","DETAILS","BROADCAST DATE/TIME","RECEIPT","DISSEMINATION","DIFFERENCE","ATTACHMENT","FILE SIZE"
"3MINDIA","3M India Limited","General Updates","3M India Limited has informed the Exchange about General Updates","03-Jul-2025 21:20:34","2025-07-03 21:20:34","03-Jul-2025 21:20:34","00:00:00","https://nsearchives.nseindia.com/corporate/3MINDIALTD_03072025211946_SEFORM2.pdf","147 KB"
"YESBANK","Yes Bank Limited","Allotment of Securities","Yes Bank Limited has informed the Exchange regarding allotment of 1629450 securities pursuant to ESOP/ESPS at its meeting held on July 03, 2025","03-Jul-2025 21:19:52","2025-07-03 21:19:52","03-Jul-2025 21:19:54","00:00:02","https://nsearchives.nseindia.com/corporate/YESBANK_03072025211121_YBLStockExchangeIntimationESOPAllotmentsigned.pdf","238 KB"
"PFOCUS","Prime Focus Limited","Acquisition","Prime Focus Limited has informed the Exchange about Acquisition","03-Jul-2025 21:19:46","2025-07-03 21:19:46","03-Jul-2025 21:19:47","00:00:01","https://nsearchives.nseindia.com/corporate/PFOCUS_03072025211934_OutcomeofBM03072025signed.pdf","974 KB"
"PFOCUS","Prime Focus Limited","Agreements","Prime Focus Limited has informed the Exchange about Investment Agreement","03-Jul-2025 21:14:47","2025-07-03 21:14:47","03-Jul-2025 21:14:49","00:00:02","https://nsearchives.nseindia.com/corporate/PFOCUS_03072025211342_OutcomeofBM03072025signed.pdf","974 KB"
"FEDERALBNK","The Federal Bank  Limited","Updates","The Federal Bank  Limited has informed the Exchange regarding 'Allotment of equity shares on exercise of Stock Options pursuant to Employees Stock Options Scheme'.","03-Jul-2025 21:14:43","2025-07-03 21:14:43","03-Jul-2025 21:14:44","00:00:01","https://nsearchives.nseindia.com/corporate/FEDERALBNK_03072025211358_ESOS_030725_189_SE.pdf","214 KB"
"PFOCUS","Prime Focus Limited","Amendment to AOA/MOA","Prime Focus Limited has informed the Exchange regarding the Amendment to AOA/MOA of the company.","03-Jul-2025 21:10:28","2025-07-03 21:10:28","03-Jul-2025 21:10:29","00:00:01","https://nsearchives.nseindia.com/corporate/PFOCUS_03072025210814_OutcomeofBM03072025signed.pdf","974 KB"
"PFOCUS","Prime Focus Limited","Issue of Securities","Prime Focus Limited has informed the Exchange about issue of Securities on a private placement basis through preferential allotment","03-Jul-2025 21:07:07","2025-07-03 21:07:07","03-Jul-2025 21:07:09","00:00:02","https://nsearchives.nseindia.com/corporate/PFOCUS_03072025210401_OutcomeofBM03072025signed.pdf","974 KB"
"PFOCUS","Prime Focus Limited","Outcome of Board Meeting","Prime Focus Limited has informed the Exchange regarding  Board meeting held on July 03, 2025.","03-Jul-2025 21:01:47","2025-07-03 21:01:47","03-Jul-2025 21:01:48","00:00:01","https://nsearchives.nseindia.com/corporate/PFOCUS_03072025210036_OutcomeofBM03072025signed.pdf","974 KB"
"TORNTPHARM","Torrent Pharmaceuticals Limited","Updates","Torrent Pharmaceuticals Limited has informed the Exchange regarding 'Disclosure under Regulation 30 and other applicable provisions of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015, as amended ( Listing Regulations ).'.","03-Jul-2025 21:01:24","2025-07-03 21:01:24","03-Jul-2025 21:01:25","00:00:01","https://nsearchives.nseindia.com/corporate/TORNTPHARM_03072025210110_SEIntimation03072025.pdf","2.71 MB"
"ARISINFRA","Arisinfra Solutions Limited","Updates","Arisinfra Solutions Limited has informed the Exchange regarding 'Disclosure under Regulation 30 read with Schedule III of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 ( SEBI Listing Regulations )'.","03-Jul-2025 21:01:03","2025-07-03 21:01:03","03-Jul-2025 21:01:04","00:00:01","https://nsearchives.nseindia.com/corporate/team_lshetty_03072025205831_Reg30.pdf","361 KB"
"GODAVARIB","Godavari Biorefineries Limited","Granting/withdrawal/surrender/cancellation/suspension of key licenses/ regulatory approvals","Godavari Biorefineries Limited has informed the Exchange about Granting of Patent in Europe for novel anticancer molecule.","03-Jul-2025 20:59:42","2025-07-03 20:59:42","03-Jul-2025 20:59:44","00:00:02","https://nsearchives.nseindia.com/corporate/GODAVARIBIO_03072025205924_Intimation_to_SE.pdf","168 KB"
